horizon,corridor,method,split,eligible_days,signal_count,target_positives,signal_hit_rate,random_hit_rate,freq_matched_hit_rate,lift,lift_freq_matched,bps_forward,signals_per_week,cluster_share,brier_score,experiment,feature_groups
3,RUB->TJS,logreg,wf_oos,656,39,266,0.41025641025641024,0.4054878048780488,0.40256410256410247,1.0117601696549063,1.0191082802547773,2.375918060917068,0.2834890965732087,0.10256410256410256,0.241696240520467,cbr_full_logreg,"A,B,C,E"
3,RUB->UZS,logreg,wf_oos,656,42,247,0.38095238095238093,0.37652439024390244,0.3790476190476191,1.0117601696549063,1.0050251256281406,8.265973815774998,0.3052959501557632,0.047619047619047616,0.23503402283713987,cbr_full_logreg,"A,B,C,E"
3,RUB->AMD,logreg,oot,245,0,92,,0.37551020408163266,,,,,0.0,,0.23444671395463562,cbr_full_logreg,"A,B,C,E"
3,RUB->KGS,logreg,oot,245,0,87,,0.3551020408163265,,,,,0.0,,0.23042732286442918,cbr_full_logreg,"A,B,C,E"
3,RUB->KZT,logreg,oot,245,0,94,,0.3836734693877551,,,,,0.0,,0.26021343559970056,cbr_full_logreg,"A,B,C,E"
3,RUB->TJS,logreg,oot,245,0,91,,0.37142857142857144,,,,,0.0,,0.22999917321183402,cbr_full_logreg,"A,B,C,E"
3,RUB->UZS,logreg,oot,245,0,96,,0.39183673469387753,,,,,0.0,,0.2453035120783671,cbr_full_logreg,"A,B,C,E"
3,RUB->AMD,logreg,y2022,247,0,85,,0.3441295546558704,,,,,0.0,,0.29328870117456635,cbr_context_logreg,"A,B,C,D,E"
3,RUB->KGS,logreg,y2022,247,0,84,,0.340080971659919,,,,,0.0,,0.2840695138229049,cbr_context_logreg,"A,B,C,D,E"
3,RUB->KZT,logreg,y2022,247,3,75,0.0,0.30364372469635625,0.32,0.0,0.0,-242.34236395584176,0.059322033898305086,0.0,0.2723148174885448,cbr_context_logreg,"A,B,C,D,E"
3,RUB->TJS,logreg,y2022,247,0,87,,0.3522267206477733,,,,,0.0,,0.28637673077009285,cbr_context_logreg,"A,B,C,D,E"
3,RUB->UZS,logreg,y2022,247,1,79,0.0,0.31983805668016196,0.34,0.0,0.0,-786.1568180611537,0.01977401129943503,0.0,0.286745782084734,cbr_context_logreg,"A,B,C,D,E"
3,RUB->AMD,logreg,wf_oos,656,14,255,0.35714285714285715,0.38871951219512196,0.39,0.9187675070028011,0.9157509157509157,17.741604946237302,0.10176531671858774,0.07142857142857142,0.2402173340598852,cbr_context_logreg,"A,B,C,D,E"
3,RUB->KGS,logreg,wf_oos,656,7,252,0.5714285714285714,0.38414634146341464,0.4114285714285713,1.4875283446712018,1.3888888888888893,22.60036518647757,0.05088265835929387,0.0,0.23739640219508326,cbr_context_logreg,"A,B,C,D,E"
3,RUB->KZT,logreg,wf_oos,656,5,222,0.4,0.3384146341463415,0.36,1.181981981981982,1.1111111111111112,67.88653691034389,0.036344755970924195,0.0,0.22735486122204973,cbr_context_logreg,"A,B,C,D,E"
3,RUB->TJS,logreg,wf_oos,656,8,266,0.5,0.4054878048780488,0.3575,1.2330827067669172,1.3986013986013988,29.62245784761798,0.05815160955347871,0.0,0.2407594417752892,cbr_context_logreg,"A,B,C,D,E"
3,RUB->UZS,logreg,wf_oos,656,11,247,0.36363636363636365,0.37652439024390244,0.3818181818181818,0.965771071034229,0.9523809523809526,-1.9204605529400824,0.07995846313603322,0.09090909090909091,0.2366162253325209,cbr_context_logreg,"A,B,C,D,E"
3,RUB->AMD,logreg,oot,245,0,92,,0.37551020408163266,,,,,0.0,,0.23627837219447997,cbr_context_logreg,"A,B,C,D,E"
3,RUB->KGS,logreg,oot,245,0,87,,0.3551020408163265,,,,,0.0,,0.22948881673155871,cbr_context_logreg,"A,B,C,D,E"
3,RUB->KZT,logreg,oot,245,0,94,,0.3836734693877551,,,,,0.0,,0.24668345066075878,cbr_context_logreg,"A,B,C,D,E"
3,RUB->TJS,logreg,oot,245,0,91,,0.37142857142857144,,,,,0.0,,0.23342515506980208,cbr_context_logreg,"A,B,C,D,E"
3,RUB->UZS,logreg,oot,245,0,96,,0.39183673469387753,,,,,0.0,,0.24664949392845947,cbr_context_logreg,"A,B,C,D,E"
3,RUB->AMD,catboost,y2022,247,1,85,0.0,0.3441295546558704,0.42,0.0,0.0,-316.42933322347676,0.01977401129943503,0.0,0.26622049543438875,cbr_full_catboost,"A,B,C,E"
3,RUB->KGS,catboost,y2022,247,0,84,,0.340080971659919,,,,,0.0,,0.2531737444504506,cbr_full_catboost,"A,B,C,E"
3,RUB->KZT,catboost,y2022,247,0,75,,0.30364372469635625,,,,,0.0,,0.2333167371964833,cbr_full_catboost,"A,B,C,E"
3,RUB->TJS,catboost,y2022,247,0,87,,0.3522267206477733,,,,,0.0,,0.2606230351245802,cbr_full_catboost,"A,B,C,E"
3,RUB->UZS,catboost,y2022,247,0,79,,0.31983805668016196,,,,,0.0,,0.2477617855340095,cbr_full_catboost,"A,B,C,E"
3,RUB->AMD,catboost,wf_oos,656,58,255,0.3448275862068966,0.38871951219512196,0.3927586206896552,0.8870858688302907,0.8779631255487269,-7.607468247071451,0.4215991692627206,0.017241379310344827,0.23634213932779694,cbr_full_catboost,"A,B,C,E"
3,RUB->KGS,catboost,wf_oos,656,75,252,0.4,0.38414634146341464,0.38586666666666664,1.0412698412698413,1.0366275051831377,14.37632552473362,0.5451713395638629,0.013333333333333334,0.23632340550524944,cbr_full_catboost,"A,B,C,E"
3,RUB->KZT,catboost,wf_oos,656,60,222,0.3,0.3384146341463415,0.335,0.8864864864864864,0.8955223880597014,-3.125842731171257,0.4361370716510903,0.08333333333333333,0.23395138635452004,cbr_full_catboost,"A,B,C,E"
