horizon,corridor,method,split,eligible_days,signal_count,target_positives,signal_hit_rate,random_hit_rate,freq_matched_hit_rate,lift,lift_freq_matched,bps_forward,value_observations,moment_advantage_bps,regret_observations,customer_regret_bps_mean,customer_regret_bps_max,customer_regret_cvar_95_bps,customer_regret_worst_five_mean_bps,useful_signals_per_week,useful_signals_per_100_weeks,eligible_weeks,pushes_per_week,pushes_p50_per_week,pushes_p90_per_week,zero_push_week_rate,over_budget_week_rate,cluster_rate,signals_per_week,cluster_share,lift_at_risk,experiment,feature_groups
1,RUB->AMD,logreg,wf_oos,656,1,353,1.0,0.538109756097561,0.6,1.8583569405099152,1.6666666666666667,29.333846274908204,1,59.78975224339101,1,0.0,0.0,0.0,0.0,0.007246376811594203,0.7246376811594203,138,0.007246376811594203,0.0,0.0,0.9927536231884058,0.0,0.0,0.007246376811594203,0.0,1.4389268629447487,all_external_logreg,"A,B,C,D,E,F"
1,RUB->KGS,logreg,wf_oos,656,2,348,0.5,0.5304878048780488,0.56,0.9425287356321839,0.8928571428571428,-22.209731498076813,2,18.386782288289936,2,54.838497095677226,109.67699419135445,109.67699419135445,54.838497095677226,0.007246376811594203,0.7246376811594203,138,0.014492753623188406,0.0,0.0,0.9855072463768116,0.0,0.0,0.014492753623188406,0.0,0.5828270461747359,all_external_logreg,"A,B,C,D,E,F"
1,RUB->KZT,logreg,wf_oos,656,2,333,0.5,0.5076219512195121,0.54,0.9849849849849851,0.9259259259259258,-70.66104333425416,2,27.70122755439142,2,87.88934872576814,175.7786974515363,175.7786974515363,87.88934872576814,0.007246376811594203,0.7246376811594203,138,0.014492753623188406,0.0,0.0,0.9927536231884058,0.0,0.5,0.014492753623188406,0.5,0.2563371050460058,all_external_logreg,"A,B,C,D,E,F"
1,RUB->TJS,logreg,wf_oos,656,5,361,0.8,0.5503048780487805,0.556,1.4537396121883657,1.4388489208633093,12.565824545670125,5,14.258543639676045,5,31.838728764640667,159.19364382320333,159.19364382320333,31.838728764640667,0.028985507246376812,2.898550724637681,138,0.036231884057971016,0.0,0.0,0.9927536231884058,0.007246376811594203,0.8,0.036231884057971016,0.8,0.9999999999999999,all_external_logreg,"A,B,C,D,E,F"
1,RUB->UZS,logreg,wf_oos,656,2,345,0.0,0.5259146341463414,0.5,0.0,0.0,-142.19711143006464,2,-27.00114360731254,2,144.2637935960067,156.80854853072245,156.80854853072245,144.2637935960067,0.0,0.0,138,0.014492753623188406,0.0,0.0,0.9855072463768116,0.0,0.5,0.014492753623188406,0.5,0.0,all_external_logreg,"A,B,C,D,E,F"
1,RUB->AMD,logreg,oot,247,0,132,,0.5344129554655871,,,,,0,,0,,,,,0.0,0.0,53,0.0,0.0,0.0,1.0,0.0,,0.0,,,all_external_logreg,"A,B,C,D,E,F"
1,RUB->KGS,logreg,oot,247,0,117,,0.47368421052631576,,,,,0,,0,,,,,0.0,0.0,53,0.0,0.0,0.0,1.0,0.0,,0.0,,,all_external_logreg,"A,B,C,D,E,F"
1,RUB->KZT,logreg,oot,247,0,142,,0.5748987854251012,,,,,0,,0,,,,,0.0,0.0,53,0.0,0.0,0.0,1.0,0.0,,0.0,,,all_external_logreg,"A,B,C,D,E,F"
1,RUB->TJS,logreg,oot,247,0,125,,0.5060728744939271,,,,,0,,0,,,,,0.0,0.0,53,0.0,0.0,0.0,1.0,0.0,,0.0,,,all_external_logreg,"A,B,C,D,E,F"
1,RUB->UZS,logreg,oot,247,0,136,,0.5506072874493927,,,,,0,,0,,,,,0.0,0.0,53,0.0,0.0,0.0,1.0,0.0,,0.0,,,all_external_logreg,"A,B,C,D,E,F"
3,RUB->AMD,logreg,y2022,247,1,85,1.0,0.3441295546558704,0.42,2.905882352941177,2.380952380952381,132.41526554576888,1,47.727324716915206,1,0.0,0.0,0.0,0.0,0.0196078431372549,1.9607843137254901,51,0.0196078431372549,0.0,0.0,0.9803921568627451,0.0,0.0,0.0196078431372549,0.0,2.8870656533235457,cbr_full_logreg,"A,B,C,E"
