experiment,training_horizon,evaluation_horizon,currency,fold,lift,moment_advantage_bps,customer_regret_cvar_95_bps,signals_per_week,lift_at_risk,cluster_rate
catboost_abcd,5.0,1,KGS,oot,1.3722222222222225,-10.93634395855364,127.95269999284153,0.37735849056603776,1.6702488587416773,0.4
catboost_abcd,5.0,1,KGS,wf_2022,0.0,155.4677929752013,379.06342772675794,0.0196078431372549,0.0,0.0
catboost_abcd,5.0,1,KGS,wf_2023,0.8953091684434968,4.703244410319675,181.26599417175316,1.3137254901960784,0.8915470717485803,0.7313432835820896
catboost_abcd,5.0,1,KGS,wf_2024,1.1387755102040815,-9.609738421347348,80.01869049705013,0.27450980392156865,0.8959316698285615,0.42857142857142855
catboost_abcd,5.0,1,KGS,wf_2025,1.352941176470588,-20.192139306076424,49.83910211129539,0.4117647058823529,2.4566637979440564,0.2857142857142857
catboost_abcd,5.0,1,KZT,oot,1.3380281690140847,-12.434407085616469,218.9756070881632,0.24528301886792453,1.5462168232335964,0.46153846153846156
catboost_abcd,5.0,1,KZT,wf_2022,0.0,234.29812597868693,113.84396571806121,0.0196078431372549,0.0,0.0
catboost_abcd,5.0,1,KZT,wf_2023,1.0067934782608694,1.7189069354709745,201.41671028522657,1.2549019607843137,1.0429539845982534,0.765625
catboost_abcd,5.0,1,KZT,wf_2024,1.1573333333333333,-11.284155755463175,84.31570784950715,0.23529411764705882,0.880594957067321,0.16666666666666666
catboost_abcd,5.0,1,KZT,wf_2025,1.1500000000000001,-23.228101728097105,163.9514879913806,0.35294117647058826,1.1554772921906313,0.3333333333333333
catboost_abcd,5.0,1,TJS,oot,1.352,-7.813190957411604,122.4653635743067,0.3584905660377358,1.0452982073117278,0.47368421052631576
catboost_abcd,5.0,1,TJS,wf_2022,0.0,105.00398499867336,277.586919977586,0.0392156862745098,0.0,0.0
catboost_abcd,5.0,1,TJS,wf_2023,0.8281108961960026,5.916739797116187,134.95939676820907,1.0784313725490196,1.1230819751736094,0.7636363636363637
catboost_abcd,5.0,1,TJS,wf_2024,1.32620320855615,-12.621194722759872,83.2032413752004,0.21568627450980393,1.0246907085631871,0.36363636363636365
catboost_abcd,5.0,1,TJS,wf_2025,1.3416666666666666,-14.756975859530508,42.77382359722193,0.29411764705882354,3.939051394880384,0.4
catboost_abcd,5.0,1,UZS,oot,1.2573529411764706,-17.22112101177513,154.76498163713882,0.24528301886792453,1.4332343061505497,0.46153846153846156
catboost_abcd,5.0,1,UZS,wf_2022,0.0,97.54017760691698,298.0539397303472,0.058823529411764705,0.0,0.0
catboost_abcd,5.0,1,UZS,wf_2023,0.8607239208633094,3.8237435777326203,154.67975225167964,1.2549019607843137,1.0379900446478454,0.8125
catboost_abcd,5.0,1,UZS,wf_2024,1.2955223880597015,-15.64950761703632,80.0709312872283,0.19607843137254902,0.8380064756240906,0.2
catboost_abcd,5.0,1,UZS,wf_2025,1.4907407407407407,-16.02843910346809,62.95688670658883,0.35294117647058826,3.827765895431576,0.3333333333333333
level,,1,AMD,oot,0.8910533910533909,11.807055949505164,134.72902622787035,0.7924528301886793,1.2517564664843552,0.8095238095238095
level,,1,AMD,wf_2022,0.8714717741935485,22.537015775913982,525.3528468486912,0.6274509803921569,1.5444723819916983,0.84375
level,,1,AMD,wf_2023,0.6306382978723405,3.4886982458481435,172.85141293372442,0.49019607843137253,1.0924267451629937,0.92
level,,1,AMD,wf_2024,0.8283658787255911,17.620047115402073,324.91459407336777,0.5490196078431373,1.2943486384361507,0.8571428571428571
level,,1,AMD,wf_2025,1.052615193026152,4.916240691530683,247.33999262281878,2.588235294117647,1.0976360927516975,0.8863636363636364
level,,1,KGS,oot,0.8306010928961749,9.126877173037894,146.45654781022867,1.150943396226415,1.1526946486334348,0.8524590163934426
level,,1,KGS,wf_2022,0.8606271777003485,39.78623137582037,507.89916564686126,0.8235294117647058,2.88600187705074,0.8095238095238095
level,,1,KGS,wf_2023,0.8821428571428571,6.551338004409975,200.06988469025933,0.27450980392156865,0.9333141559003045,0.8571428571428571
level,,1,KGS,wf_2024,1.0467532467532468,22.042430032109362,349.221840334083,0.43137254901960786,1.1882597160441033,0.8181818181818182
